,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,x_c10,x_c11,x_c12,x_c13,x_c14,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,y_c10,y_c11,y_c12,y_c13,y_c14,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,z_c10,z_c11,z_c12,z_c13,z_c14,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9,q_c10,q_c11,q_c12,q_c13,q_c14
0,21,0.6425868844,0.3906033829180216,-0.4398834611123252,-0.2325098409010037,0.0530747585750253,0.0651455240518024,0.0634734895297641,0.0719295503489452,0.1728264530646173,0.0819174531338594,-0.1238848622174792,-0.153885322635356,-0.0998236525944925,-0.0654877755545445,0.0012821830600964,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241133,0.1045015709073543,-0.1712540956267646,0.1716171105643212,0.1973205658953108,0.0345414412165235,-0.0051389263216499,-0.1753093501417688,-0.1731206576567487,0.2947156296356858,0.2992415088757271,-0.3830580700743462,-0.1324825775937824,-0.0589678819748473,-0.0535116196056811,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
1,22,0.6209728578,0.3906033829180216,-0.4398834611123252,-0.2325098409010037,0.0530747585750253,0.0651455240518024,0.0634734895297641,0.0719295503489452,0.1728264530646173,0.0819174531338594,-0.1238848622174792,-0.153885322635356,-0.0998236525944925,-0.0654877755545445,0.0012821830600964,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241133,0.1045015709073543,-0.1712540956267646,0.1716171105643212,0.1973205658953108,0.0345414412165235,-0.0051389263216499,-0.1753093501417688,-0.1731206576567487,0.2947156296356858,0.2992415088757271,-0.3830580700743462,-0.1324825775937824,-0.0589678819748473,-0.0535116196056811,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
2,23,0.59786084,0.3906033829180214,-0.4398834611123251,-0.2325098409010036,0.0530747585750254,0.0651455240518024,0.0634734895297641,0.0719295503489452,0.1728264530646172,0.0819174531338595,-0.1238848622174793,-0.153885322635356,-0.0998236525944924,-0.0654877755545445,0.0012821830600964,-0.0036324678074261,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241132,0.1045015709073542,-0.1712540956267646,0.1716171105643212,0.1973205658953108,0.0345414412165234,-0.0051389263216498,-0.1753093501417688,-0.1731206576567486,0.2947156296356858,0.2992415088757271,-0.3830580700743463,-0.1324825775937824,-0.0589678819748472,-0.0535116196056811,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
3,24,0.5822560234,0.3906033829180214,-0.439883461112325,-0.2325098409010035,0.0530747585750253,0.0651455240518024,0.0634734895297641,0.0719295503489453,0.1728264530646173,0.0819174531338595,-0.1238848622174794,-0.153885322635356,-0.0998236525944924,-0.0654877755545446,0.0012821830600963,-0.0036324678074261,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241131,0.1045015709073542,-0.1712540956267646,0.1716171105643212,0.1973205658953108,0.0345414412165234,-0.0051389263216498,-0.1753093501417688,-0.1731206576567486,0.2947156296356858,0.299241508875727,-0.3830580700743462,-0.1324825775937825,-0.0589678819748471,-0.0535116196056811,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
4,25,0.5721092404,0.3906033829180214,-0.4398834611123251,-0.2325098409010036,0.0530747585750252,0.0651455240518025,0.0634734895297641,0.0719295503489453,0.1728264530646172,0.0819174531338596,-0.1238848622174794,-0.1538853226353561,-0.0998236525944924,-0.0654877755545446,0.0012821830600962,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.055026729324113,0.1045015709073541,-0.1712540956267646,0.1716171105643212,0.1973205658953108,0.0345414412165234,-0.0051389263216497,-0.1753093501417688,-0.1731206576567486,0.2947156296356858,0.299241508875727,-0.3830580700743463,-0.1324825775937823,-0.0589678819748471,-0.0535116196056811,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
5,26,0.5706943988,0.3906033829180213,-0.439883461112325,-0.2325098409010035,0.0530747585750252,0.0651455240518025,0.0634734895297641,0.0719295503489453,0.1728264530646172,0.0819174531338596,-0.1238848622174794,-0.1538853226353561,-0.0998236525944923,-0.0654877755545447,0.0012821830600962,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241131,0.1045015709073541,-0.1712540956267646,0.1716171105643212,0.1973205658953108,0.0345414412165234,-0.0051389263216498,-0.1753093501417687,-0.1731206576567486,0.2947156296356857,0.2992415088757269,-0.3830580700743462,-0.1324825775937823,-0.0589678819748471,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
6,27,0.5755661718,0.3906033829180213,-0.439883461112325,-0.2325098409010035,0.0530747585750251,0.0651455240518025,0.0634734895297641,0.0719295503489453,0.1728264530646173,0.0819174531338595,-0.1238848622174792,-0.153885322635356,-0.0998236525944924,-0.0654877755545447,0.0012821830600962,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.055026729324113,0.1045015709073541,-0.1712540956267646,0.1716171105643213,0.1973205658953108,0.0345414412165233,-0.0051389263216497,-0.1753093501417687,-0.1731206576567486,0.2947156296356855,0.2992415088757269,-0.3830580700743462,-0.1324825775937823,-0.0589678819748472,-0.0535116196056811,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
7,28,0.5875714247,0.3906033829180214,-0.439883461112325,-0.2325098409010036,0.0530747585750251,0.0651455240518025,0.0634734895297641,0.0719295503489452,0.1728264530646172,0.0819174531338595,-0.1238848622174793,-0.153885322635356,-0.0998236525944924,-0.0654877755545447,0.0012821830600963,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.055026729324113,0.1045015709073541,-0.1712540956267645,0.1716171105643213,0.1973205658953109,0.0345414412165232,-0.0051389263216497,-0.1753093501417688,-0.1731206576567486,0.2947156296356856,0.299241508875727,-0.3830580700743461,-0.1324825775937823,-0.0589678819748472,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
8,29,0.6051060129,0.3906033829180214,-0.439883461112325,-0.2325098409010035,0.053074758575025,0.0651455240518025,0.0634734895297642,0.0719295503489453,0.1728264530646173,0.0819174531338595,-0.1238848622174793,-0.153885322635356,-0.0998236525944924,-0.0654877755545448,0.0012821830600963,-0.0036324678074263,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241131,0.1045015709073541,-0.1712540956267645,0.1716171105643213,0.1973205658953108,0.0345414412165232,-0.0051389263216499,-0.1753093501417688,-0.1731206576567485,0.2947156296356855,0.2992415088757269,-0.3830580700743463,-0.1324825775937822,-0.0589678819748473,-0.0535116196056809,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
9,30,0.6289634389,0.3906033829180213,-0.4398834611123251,-0.2325098409010035,0.053074758575025,0.0651455240518025,0.0634734895297642,0.0719295503489453,0.1728264530646173,0.0819174531338595,-0.1238848622174793,-0.1538853226353559,-0.0998236525944924,-0.0654877755545448,0.0012821830600963,-0.0036324678074263,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241128,0.104501570907354,-0.1712540956267645,0.1716171105643214,0.1973205658953109,0.0345414412165231,-0.0051389263216499,-0.1753093501417687,-0.1731206576567485,0.2947156296356855,0.2992415088757269,-0.3830580700743463,-0.1324825775937822,-0.0589678819748473,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
10,31,0.6585187055,0.3906033829180213,-0.4398834611123252,-0.2325098409010036,0.053074758575025,0.0651455240518025,0.0634734895297642,0.0719295503489454,0.1728264530646173,0.0819174531338595,-0.1238848622174793,-0.1538853226353559,-0.0998236525944925,-0.0654877755545448,0.0012821830600964,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241126,0.104501570907354,-0.1712540956267645,0.1716171105643214,0.1973205658953109,0.0345414412165231,-0.0051389263216499,-0.1753093501417688,-0.1731206576567485,0.2947156296356855,0.2992415088757269,-0.3830580700743465,-0.1324825775937822,-0.0589678819748475,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
11,32,0.6929024287,0.3906033829180213,-0.4398834611123252,-0.2325098409010036,0.053074758575025,0.0651455240518025,0.0634734895297642,0.0719295503489454,0.1728264530646173,0.0819174531338596,-0.1238848622174794,-0.153885322635356,-0.0998236525944925,-0.0654877755545448,0.0012821830600964,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241127,0.1045015709073539,-0.1712540956267644,0.1716171105643214,0.197320565895311,0.0345414412165231,-0.00513892632165,-0.1753093501417688,-0.1731206576567484,0.2947156296356855,0.299241508875727,-0.3830580700743466,-0.1324825775937823,-0.0589678819748475,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
12,33,0.7326653464,0.3906033829180214,-0.4398834611123251,-0.2325098409010036,0.0530747585750249,0.0651455240518025,0.0634734895297644,0.0719295503489455,0.1728264530646173,0.0819174531338596,-0.1238848622174794,-0.1538853226353561,-0.0998236525944925,-0.0654877755545448,0.0012821830600965,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241127,0.1045015709073539,-0.1712540956267643,0.1716171105643214,0.197320565895311,0.034541441216523,-0.0051389263216501,-0.1753093501417688,-0.1731206576567484,0.2947156296356855,0.299241508875727,-0.3830580700743467,-0.1324825775937823,-0.0589678819748478,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
13,34,0.7745370445,0.3906033829180214,-0.4398834611123251,-0.2325098409010035,0.053074758575025,0.0651455240518025,0.0634734895297644,0.0719295503489455,0.1728264530646174,0.0819174531338596,-0.1238848622174793,-0.153885322635356,-0.0998236525944925,-0.0654877755545449,0.0012821830600964,-0.0036324678074263,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241128,0.1045015709073538,-0.1712540956267644,0.1716171105643214,0.197320565895311,0.034541441216523,-0.0051389263216501,-0.1753093501417688,-0.1731206576567485,0.2947156296356855,0.299241508875727,-0.3830580700743467,-0.1324825775937825,-0.0589678819748477,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
14,35,0.8193639314,0.3906033829180212,-0.4398834611123251,-0.2325098409010035,0.0530747585750249,0.0651455240518024,0.0634734895297643,0.0719295503489454,0.1728264530646174,0.0819174531338596,-0.1238848622174794,-0.1538853226353559,-0.0998236525944926,-0.0654877755545449,0.0012821830600964,-0.0036324678074263,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241127,0.1045015709073537,-0.1712540956267644,0.1716171105643214,0.1973205658953109,0.0345414412165229,-0.0051389263216501,-0.1753093501417688,-0.1731206576567485,0.2947156296356855,0.299241508875727,-0.3830580700743466,-0.1324825775937824,-0.0589678819748477,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
15,36,0.8694679388,0.3906033829180213,-0.4398834611123251,-0.2325098409010035,0.0530747585750249,0.0651455240518025,0.0634734895297644,0.0719295503489455,0.1728264530646174,0.0819174531338596,-0.1238848622174793,-0.1538853226353559,-0.0998236525944926,-0.0654877755545449,0.0012821830600964,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241127,0.1045015709073537,-0.1712540956267644,0.1716171105643214,0.1973205658953109,0.034541441216523,-0.00513892632165,-0.1753093501417688,-0.1731206576567484,0.2947156296356856,0.299241508875727,-0.3830580700743466,-0.1324825775937823,-0.0589678819748478,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
16,37,0.9217155699,0.3906033829180213,-0.4398834611123251,-0.2325098409010036,0.0530747585750249,0.0651455240518025,0.0634734895297644,0.0719295503489455,0.1728264530646175,0.0819174531338596,-0.1238848622174793,-0.1538853226353559,-0.0998236525944926,-0.0654877755545448,0.0012821830600964,-0.0036324678074263,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241125,0.1045015709073537,-0.1712540956267644,0.1716171105643214,0.1973205658953109,0.0345414412165231,-0.0051389263216499,-0.1753093501417689,-0.1731206576567485,0.2947156296356855,0.299241508875727,-0.3830580700743466,-0.1324825775937825,-0.0589678819748478,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
17,38,0.9767878626,0.3906033829180213,-0.4398834611123252,-0.2325098409010036,0.0530747585750249,0.0651455240518025,0.0634734895297644,0.0719295503489456,0.1728264530646175,0.0819174531338596,-0.1238848622174793,-0.153885322635356,-0.0998236525944925,-0.0654877755545449,0.0012821830600965,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241126,0.1045015709073538,-0.1712540956267644,0.1716171105643214,0.197320565895311,0.0345414412165231,-0.0051389263216499,-0.175309350141769,-0.1731206576567485,0.2947156296356855,0.2992415088757271,-0.3830580700743466,-0.1324825775937825,-0.0589678819748479,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
18,39,1.034083168,0.3906033829180212,-0.4398834611123251,-0.2325098409010035,0.0530747585750249,0.0651455240518024,0.0634734895297644,0.0719295503489456,0.1728264530646175,0.0819174531338596,-0.1238848622174793,-0.1538853226353559,-0.0998236525944926,-0.065487775554545,0.0012821830600965,-0.0036324678074262,0.0205811166105147,0.0420621661412146,0.4312785129142683,-0.1406444110772753,-0.1778878691074994,-0.1267687680997428,-0.384257046809099,0.256721844917845,0.3113173820407536,-0.1588163361151347,-0.2876733213240389,0.0538768888495989,7.32603541385e-05,0.3368063918732527,0.3816271180554196,0.0550267293241125,0.1045015709073537,-0.1712540956267644,0.1716171105643214,0.197320565895311,0.0345414412165229,-0.0051389263216498,-0.1753093501417689,-0.1731206576567486,0.2947156296356854,0.299241508875727,-0.3830580700743467,-0.1324825775937825,-0.0589678819748478,-0.053511619605681,-0.2701910608296995,-0.2079473862393859,0.2193021125490855,0.7923089508503275,-0.5962050784493255,0.5004629449867053,-0.2114142824002167,0.517519344063106,-0.9290105807790355,0.6627454593064693,-0.7523162263027526,-0.634514527868148,0.8117418294309271,0.9508045934235947,-0.8532860917416517
