,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,x_c10,x_c11,x_c12,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,y_c10,y_c11,y_c12,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,z_c10,z_c11,z_c12,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9,q_c10,q_c11,q_c12
0,21,0.7307081229,-0.3824681972834993,0.340820762902508,0.0308754605655986,0.1198958924575533,-0.3043346680107724,-0.0162437352899726,0.0506552400336334,0.0668250103175893,-0.0525547787336023,-0.1502928695237332,-0.0134317414403137,-0.056120070804152,-0.0489752260867694,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561589,0.0640168134008025,0.2143356449474379,0.1215120786558807,-0.1122735470283435,-0.036536276527749,0.1156399153598074,0.2254638498578276,-0.0898173270895352,0.16087459730641,-0.1267636964486806,-0.0683370155957438,-0.0353624307335289,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
1,22,0.7069108158,-0.3824681972834993,0.3408207629025082,0.0308754605655986,0.1198958924575533,-0.3043346680107724,-0.0162437352899726,0.0506552400336334,0.0668250103175893,-0.0525547787336023,-0.1502928695237332,-0.0134317414403137,-0.056120070804152,-0.0489752260867694,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561589,0.0640168134008024,0.2143356449474379,0.1215120786558807,-0.1122735470283435,-0.036536276527749,0.1156399153598074,0.2254638498578277,-0.0898173270895352,0.16087459730641,-0.1267636964486806,-0.0683370155957438,-0.0353624307335289,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
2,23,0.6858793253,-0.3824681972834992,0.3408207629025081,0.0308754605655986,0.1198958924575533,-0.3043346680107723,-0.0162437352899725,0.0506552400336333,0.0668250103175893,-0.0525547787336022,-0.1502928695237332,-0.0134317414403136,-0.0561200708041519,-0.0489752260867695,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561588,0.0640168134008025,0.2143356449474379,0.1215120786558807,-0.1122735470283434,-0.0365362765277494,0.1156399153598075,0.2254638498578277,-0.0898173270895353,0.16087459730641,-0.1267636964486805,-0.0683370155957438,-0.0353624307335289,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
3,24,0.6707298452,-0.3824681972834991,0.3408207629025081,0.0308754605655985,0.1198958924575533,-0.3043346680107723,-0.0162437352899726,0.0506552400336333,0.0668250103175894,-0.0525547787336021,-0.1502928695237332,-0.0134317414403137,-0.0561200708041519,-0.0489752260867694,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.015504408756159,0.0640168134008025,0.2143356449474379,0.1215120786558807,-0.1122735470283434,-0.0365362765277493,0.1156399153598075,0.2254638498578277,-0.0898173270895354,0.16087459730641,-0.1267636964486804,-0.0683370155957437,-0.035362430733529,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
4,25,0.6616229208,-0.3824681972834992,0.3408207629025081,0.0308754605655986,0.1198958924575533,-0.3043346680107724,-0.0162437352899726,0.0506552400336333,0.0668250103175894,-0.0525547787336021,-0.1502928695237333,-0.0134317414403137,-0.0561200708041519,-0.0489752260867695,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.015504408756159,0.0640168134008025,0.2143356449474379,0.1215120786558807,-0.1122735470283435,-0.0365362765277494,0.1156399153598075,0.2254638498578277,-0.0898173270895354,0.1608745973064099,-0.1267636964486805,-0.0683370155957438,-0.0353624307335289,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
5,26,0.6601162644,-0.3824681972834991,0.3408207629025081,0.0308754605655986,0.1198958924575532,-0.3043346680107723,-0.0162437352899727,0.0506552400336333,0.0668250103175894,-0.0525547787336021,-0.1502928695237333,-0.0134317414403136,-0.0561200708041519,-0.0489752260867696,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561591,0.0640168134008025,0.2143356449474378,0.1215120786558807,-0.1122735470283434,-0.0365362765277493,0.1156399153598076,0.2254638498578276,-0.0898173270895353,0.1608745973064099,-0.1267636964486805,-0.0683370155957437,-0.0353624307335289,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
6,27,0.6651293028,-0.3824681972834991,0.3408207629025081,0.0308754605655986,0.1198958924575533,-0.3043346680107722,-0.0162437352899728,0.0506552400336333,0.0668250103175894,-0.0525547787336021,-0.1502928695237332,-0.0134317414403137,-0.0561200708041519,-0.0489752260867696,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.015504408756159,0.0640168134008025,0.2143356449474379,0.1215120786558808,-0.1122735470283435,-0.0365362765277493,0.1156399153598076,0.2254638498578277,-0.0898173270895353,0.1608745973064098,-0.1267636964486805,-0.0683370155957437,-0.0353624307335289,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
7,28,0.6777539678,-0.3824681972834992,0.3408207629025082,0.0308754605655986,0.1198958924575533,-0.3043346680107723,-0.0162437352899727,0.0506552400336333,0.0668250103175895,-0.0525547787336021,-0.1502928695237331,-0.0134317414403137,-0.0561200708041519,-0.0489752260867695,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561591,0.0640168134008027,0.2143356449474379,0.1215120786558808,-0.1122735470283435,-0.0365362765277493,0.1156399153598075,0.2254638498578277,-0.0898173270895353,0.1608745973064098,-0.1267636964486804,-0.0683370155957437,-0.0353624307335289,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
8,29,0.6961512673,-0.3824681972834991,0.3408207629025081,0.0308754605655986,0.1198958924575534,-0.3043346680107722,-0.0162437352899728,0.0506552400336334,0.0668250103175894,-0.0525547787336022,-0.1502928695237332,-0.0134317414403137,-0.0561200708041519,-0.0489752260867695,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.015504408756159,0.0640168134008027,0.2143356449474379,0.1215120786558808,-0.1122735470283435,-0.0365362765277494,0.1156399153598075,0.2254638498578277,-0.0898173270895354,0.1608745973064098,-0.1267636964486803,-0.0683370155957437,-0.0353624307335288,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
9,30,0.7213634431,-0.3824681972834991,0.3408207629025081,0.0308754605655986,0.1198958924575533,-0.3043346680107722,-0.0162437352899727,0.0506552400336335,0.0668250103175895,-0.0525547787336022,-0.1502928695237332,-0.0134317414403137,-0.0561200708041519,-0.0489752260867696,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561591,0.0640168134008027,0.2143356449474379,0.1215120786558807,-0.1122735470283435,-0.0365362765277494,0.1156399153598077,0.2254638498578277,-0.0898173270895353,0.1608745973064098,-0.1267636964486803,-0.0683370155957436,-0.0353624307335289,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
10,31,0.7530145163,-0.3824681972834991,0.3408207629025082,0.0308754605655986,0.1198958924575533,-0.3043346680107723,-0.0162437352899726,0.0506552400336335,0.0668250103175895,-0.0525547787336021,-0.1502928695237332,-0.0134317414403137,-0.0561200708041519,-0.0489752260867695,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561592,0.0640168134008026,0.2143356449474379,0.1215120786558807,-0.1122735470283435,-0.0365362765277495,0.1156399153598077,0.2254638498578276,-0.0898173270895353,0.1608745973064098,-0.1267636964486804,-0.0683370155957436,-0.0353624307335291,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
11,32,0.7908293577,-0.3824681972834991,0.3408207629025082,0.0308754605655986,0.1198958924575533,-0.3043346680107723,-0.0162437352899726,0.0506552400336335,0.0668250103175894,-0.0525547787336021,-0.1502928695237332,-0.0134317414403138,-0.0561200708041518,-0.0489752260867695,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561592,0.0640168134008025,0.2143356449474379,0.1215120786558807,-0.1122735470283436,-0.0365362765277494,0.1156399153598077,0.2254638498578277,-0.0898173270895353,0.1608745973064099,-0.1267636964486804,-0.0683370155957436,-0.0353624307335293,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
12,33,0.8333637677,-0.3824681972834991,0.3408207629025082,0.0308754605655986,0.1198958924575532,-0.3043346680107722,-0.0162437352899725,0.0506552400336334,0.0668250103175893,-0.0525547787336021,-0.1502928695237333,-0.0134317414403138,-0.0561200708041519,-0.0489752260867694,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561593,0.0640168134008024,0.214335644947438,0.1215120786558807,-0.1122735470283436,-0.0365362765277494,0.1156399153598076,0.2254638498578276,-0.0898173270895353,0.1608745973064099,-0.1267636964486805,-0.0683370155957436,-0.0353624307335293,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
13,34,0.8793701171,-0.3824681972834991,0.3408207629025082,0.0308754605655985,0.1198958924575532,-0.3043346680107722,-0.0162437352899725,0.0506552400336334,0.0668250103175892,-0.0525547787336021,-0.1502928695237334,-0.0134317414403138,-0.0561200708041519,-0.0489752260867693,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561593,0.0640168134008025,0.214335644947438,0.1215120786558808,-0.1122735470283436,-0.0365362765277495,0.1156399153598076,0.2254638498578276,-0.0898173270895353,0.1608745973064099,-0.1267636964486804,-0.0683370155957435,-0.0353624307335295,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
14,35,0.9288812566,-0.3824681972834991,0.3408207629025082,0.0308754605655985,0.1198958924575532,-0.3043346680107722,-0.0162437352899725,0.0506552400336334,0.0668250103175892,-0.0525547787336021,-0.1502928695237334,-0.0134317414403138,-0.0561200708041519,-0.0489752260867692,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561594,0.0640168134008024,0.214335644947438,0.1215120786558807,-0.1122735470283436,-0.0365362765277495,0.1156399153598075,0.2254638498578278,-0.0898173270895353,0.16087459730641,-0.1267636964486803,-0.0683370155957435,-0.0353624307335295,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
15,36,0.9839352617,-0.3824681972834991,0.3408207629025083,0.0308754605655985,0.1198958924575532,-0.3043346680107722,-0.0162437352899725,0.0506552400336335,0.0668250103175893,-0.0525547787336021,-0.1502928695237333,-0.0134317414403138,-0.0561200708041519,-0.0489752260867692,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561593,0.0640168134008023,0.2143356449474381,0.1215120786558806,-0.1122735470283437,-0.0365362765277495,0.1156399153598073,0.2254638498578277,-0.0898173270895352,0.1608745973064099,-0.1267636964486804,-0.0683370155957434,-0.0353624307335294,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
16,37,1.041044033,-0.3824681972834993,0.3408207629025084,0.0308754605655984,0.1198958924575532,-0.3043346680107722,-0.0162437352899725,0.0506552400336336,0.0668250103175893,-0.0525547787336021,-0.1502928695237334,-0.0134317414403138,-0.0561200708041519,-0.0489752260867692,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561594,0.0640168134008024,0.2143356449474381,0.1215120786558807,-0.1122735470283437,-0.0365362765277496,0.1156399153598071,0.2254638498578279,-0.0898173270895352,0.16087459730641,-0.1267636964486805,-0.0683370155957436,-0.0353624307335294,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
17,38,1.101533124,-0.3824681972834994,0.3408207629025085,0.0308754605655984,0.1198958924575533,-0.3043346680107723,-0.0162437352899725,0.0506552400336336,0.0668250103175893,-0.0525547787336021,-0.1502928695237334,-0.0134317414403138,-0.056120070804152,-0.0489752260867693,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561595,0.0640168134008023,0.2143356449474382,0.1215120786558807,-0.1122735470283437,-0.0365362765277497,0.1156399153598071,0.2254638498578278,-0.0898173270895352,0.16087459730641,-0.1267636964486805,-0.0683370155957436,-0.0353624307335294,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
18,39,1.165247874,-0.3824681972834994,0.3408207629025083,0.0308754605655983,0.1198958924575533,-0.3043346680107723,-0.0162437352899725,0.0506552400336335,0.0668250103175893,-0.0525547787336021,-0.1502928695237334,-0.0134317414403138,-0.056120070804152,-0.0489752260867692,0.0363790400319389,-0.0327293585335163,-0.133503398785868,-0.0988075457856175,0.44639005810865,-0.3818464743726719,-0.1085421976869698,0.059432228084552,0.355408505464939,-0.3743656285571126,0.0067853238472604,-0.0045446432619906,-0.0400382177876928,-0.0155044087561595,0.0640168134008023,0.2143356449474382,0.1215120786558807,-0.1122735470283438,-0.0365362765277496,0.1156399153598072,0.2254638498578277,-0.0898173270895352,0.16087459730641,-0.1267636964486806,-0.0683370155957437,-0.0353624307335295,-0.2655243405306921,-0.2746026201246441,0.8778119563772016,-0.6881281076660776,0.2545152786762784,-0.1596266901772931,0.3545946492917048,0.4882169573458656,-0.6388760223312965,-0.4026478284502026,-0.5849208177757339,0.901846874045478,0.1373407113194115
