,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8
0,21,0.4280957013,0.0,1e-16,0.0,0.1821754208843122,0.3509763265108631,-0.0259579777547689,-0.1821754208843122,-0.3509763265108631,0.0259579777547689,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
1,22,0.4180950193,0.0,1e-16,0.0,0.1821754208843122,0.3509763265108631,-0.0259579777547689,-0.1821754208843122,-0.3509763265108631,0.0259579777547689,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
2,23,0.4140927166,0.0,1e-16,0.0,0.1821754208843121,0.3509763265108631,-0.0259579777547689,-0.1821754208843121,-0.3509763265108631,0.0259579777547689,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
3,24,0.4166305332,0.0,1e-16,0.0,0.182175420884312,0.3509763265108631,-0.0259579777547688,-0.182175420884312,-0.3509763265108631,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098183,-0.0797345128237596,-0.3561057722359255,-0.1918735492098183,-0.0797345128237596,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
4,25,0.4257076665,0.0,1e-16,0.0,0.182175420884312,0.350976326510863,-0.0259579777547689,-0.182175420884312,-0.350976326510863,0.0259579777547689,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098184,-0.0797345128237596,-0.3561057722359255,-0.1918735492098184,-0.0797345128237596,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
5,26,0.4410712257,0.0,1e-16,0.0,0.182175420884312,0.350976326510863,-0.0259579777547688,-0.182175420884312,-0.350976326510863,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098183,-0.0797345128237597,-0.3561057722359255,-0.1918735492098183,-0.0797345128237597,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
6,27,0.4621660261,0.0,1e-16,0.0,0.1821754208843119,0.3509763265108629,-0.0259579777547688,-0.1821754208843119,-0.3509763265108629,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359254,-0.1918735492098183,-0.0797345128237597,-0.3561057722359254,-0.1918735492098183,-0.0797345128237597,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
7,28,0.4883147622,0.0,1e-16,0.0,0.1821754208843119,0.350976326510863,-0.0259579777547688,-0.1821754208843119,-0.350976326510863,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098184,-0.0797345128237597,-0.3561057722359255,-0.1918735492098184,-0.0797345128237597,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
8,0,0.4280957013,0.0,1e-16,0.0,0.1821754208843122,0.3509763265108631,-0.0259579777547689,-0.1821754208843122,-0.3509763265108631,0.0259579777547689,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
9,29,0.5188030758,0.0,1e-16,0.0,0.1821754208843119,0.3509763265108629,-0.0259579777547688,-0.1821754208843119,-0.3509763265108629,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359254,-0.1918735492098183,-0.0797345128237597,-0.3561057722359254,-0.1918735492098183,-0.0797345128237597,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
10,1,0.4438222397,0.0,1e-16,0.0,0.1821754208843122,0.3509763265108631,-0.0259579777547689,-0.1821754208843122,-0.3509763265108631,0.0259579777547689,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
11,30,0.5529346182,0.0,1e-16,0.0,0.1821754208843119,0.350976326510863,-0.0259579777547689,-0.1821754208843119,-0.350976326510863,0.0259579777547689,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359254,-0.1918735492098183,-0.0797345128237598,-0.3561057722359254,-0.1918735492098183,-0.0797345128237598,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
12,2,0.4641651892,0.0,1e-16,0.0,0.1821754208843122,0.3509763265108632,-0.0259579777547689,-0.1821754208843122,-0.3509763265108632,0.0259579777547689,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.3561057722359255,-0.1918735492098183,-0.0797345128237594,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
13,31,0.5899713798,0.0,1e-16,0.0,0.182175420884312,0.350976326510863,-0.025957977754769,-0.182175420884312,-0.350976326510863,0.025957977754769,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359254,-0.1918735492098184,-0.0797345128237598,-0.3561057722359254,-0.1918735492098184,-0.0797345128237598,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
14,3,0.4884118065,0.0,1e-16,0.0,0.1821754208843121,0.3509763265108632,-0.0259579777547689,-0.1821754208843121,-0.3509763265108632,0.0259579777547689,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098184,-0.0797345128237593,-0.3561057722359255,-0.1918735492098184,-0.0797345128237593,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
15,32,0.6294800298,0.0,1e-16,0.0,0.182175420884312,0.350976326510863,-0.025957977754769,-0.182175420884312,-0.350976326510863,0.025957977754769,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481734,-0.1266675930481734,0.418976932696464,-0.3561057722359254,-0.1918735492098185,-0.0797345128237597,-0.3561057722359254,-0.1918735492098185,-0.0797345128237597,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
16,4,0.5158846295,0.0,1e-16,0.0,0.1821754208843121,0.350976326510863,-0.0259579777547689,-0.1821754208843121,-0.350976326510863,0.0259579777547689,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964637,-0.3561057722359254,-0.1918735492098184,-0.0797345128237593,-0.3561057722359254,-0.1918735492098184,-0.0797345128237593,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
17,33,0.6708923914,0.0,1e-16,0.0,0.182175420884312,0.350976326510863,-0.025957977754769,-0.182175420884312,-0.350976326510863,0.025957977754769,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481735,-0.1266675930481735,0.4189769326964639,-0.3561057722359255,-0.1918735492098185,-0.0797345128237597,-0.3561057722359255,-0.1918735492098185,-0.0797345128237597,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
18,5,0.5458050123,0.0,1e-16,0.0,0.1821754208843121,0.3509763265108631,-0.0259579777547688,-0.1821754208843121,-0.3509763265108631,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098183,-0.0797345128237593,-0.3561057722359255,-0.1918735492098183,-0.0797345128237593,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
19,34,0.7137143272,0.0,1e-16,0.0,0.182175420884312,0.350976326510863,-0.025957977754769,-0.182175420884312,-0.350976326510863,0.025957977754769,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481735,-0.1266675930481735,0.4189769326964639,-0.3561057722359255,-0.1918735492098185,-0.0797345128237597,-0.3561057722359255,-0.1918735492098185,-0.0797345128237597,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
20,6,0.5776371581,0.0,1e-16,0.0,0.1821754208843122,0.3509763265108631,-0.0259579777547688,-0.1821754208843122,-0.3509763265108631,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964639,-0.3561057722359255,-0.1918735492098184,-0.0797345128237593,-0.3561057722359255,-0.1918735492098184,-0.0797345128237593,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
21,35,0.7577310763,0.0,1e-16,0.0,0.1821754208843119,0.350976326510863,-0.025957977754769,-0.1821754208843119,-0.350976326510863,0.025957977754769,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481735,-0.1266675930481735,0.4189769326964639,-0.3561057722359255,-0.1918735492098185,-0.0797345128237597,-0.3561057722359255,-0.1918735492098185,-0.0797345128237597,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
22,7,0.6108603543,0.0,1e-16,0.0,0.1821754208843121,0.3509763265108631,-0.0259579777547688,-0.1821754208843121,-0.3509763265108631,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964638,-0.3561057722359255,-0.1918735492098184,-0.0797345128237592,-0.3561057722359255,-0.1918735492098184,-0.0797345128237592,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
23,36,0.8025581251,0.0,1e-16,0.0,0.1821754208843119,0.350976326510863,-0.0259579777547691,-0.1821754208843119,-0.350976326510863,0.0259579777547691,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481735,-0.1266675930481735,0.4189769326964639,-0.3561057722359257,-0.1918735492098185,-0.0797345128237597,-0.3561057722359257,-0.1918735492098185,-0.0797345128237597,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
24,8,0.6450838386,0.0,1e-16,0.0,0.1821754208843121,0.3509763265108631,-0.0259579777547688,-0.1821754208843121,-0.3509763265108631,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964638,-0.3561057722359258,-0.1918735492098183,-0.0797345128237593,-0.3561057722359258,-0.1918735492098183,-0.0797345128237593,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
25,37,0.8480616486,0.0,1e-16,0.0,0.1821754208843119,0.3509763265108631,-0.0259579777547691,-0.1821754208843119,-0.3509763265108631,0.0259579777547691,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481735,-0.1266675930481735,0.4189769326964639,-0.3561057722359257,-0.1918735492098185,-0.0797345128237598,-0.3561057722359257,-0.1918735492098185,-0.0797345128237598,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
26,9,0.6799776928,0.0,1e-16,0.0,0.182175420884312,0.3509763265108631,-0.0259579777547688,-0.182175420884312,-0.3509763265108631,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964638,-0.3561057722359259,-0.1918735492098183,-0.0797345128237593,-0.3561057722359259,-0.1918735492098183,-0.0797345128237593,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
27,38,0.8940210442,0.0,1e-16,0.0,0.1821754208843119,0.3509763265108631,-0.0259579777547691,-0.1821754208843119,-0.3509763265108631,0.0259579777547691,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481735,-0.1266675930481735,0.4189769326964639,-0.3561057722359257,-0.1918735492098185,-0.0797345128237598,-0.3561057722359257,-0.1918735492098185,-0.0797345128237598,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
28,10,0.7153147556,0.0,1e-16,0.0,0.1821754208843121,0.3509763265108631,-0.0259579777547687,-0.1821754208843121,-0.3509763265108631,0.0259579777547687,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964638,-0.3561057722359259,-0.1918735492098183,-0.0797345128237594,-0.3561057722359259,-0.1918735492098183,-0.0797345128237594,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
29,39,0.9404032059,0.0,1e-16,0.0,0.1821754208843118,0.350976326510863,-0.0259579777547692,-0.1821754208843118,-0.350976326510863,0.0259579777547692,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481735,-0.1266675930481735,0.4189769326964639,-0.3561057722359256,-0.1918735492098184,-0.0797345128237597,-0.3561057722359256,-0.1918735492098184,-0.0797345128237597,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
30,11,0.7508423409,0.0,1e-16,0.0,0.1821754208843121,0.3509763265108631,-0.0259579777547687,-0.1821754208843121,-0.3509763265108631,0.0259579777547687,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964638,-0.3561057722359259,-0.1918735492098183,-0.0797345128237594,-0.3561057722359259,-0.1918735492098183,-0.0797345128237594,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
31,40,0.986799961,0.0,1e-16,0.0,0.1821754208843118,0.350976326510863,-0.0259579777547692,-0.1821754208843118,-0.350976326510863,0.0259579777547692,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481735,-0.1266675930481735,0.4189769326964639,-0.3561057722359256,-0.1918735492098184,-0.0797345128237597,-0.3561057722359256,-0.1918735492098184,-0.0797345128237597,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
32,12,0.7863936504,0.0,1e-16,0.0,0.1821754208843121,0.350976326510863,-0.0259579777547687,-0.1821754208843121,-0.350976326510863,0.0259579777547687,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964638,-0.3561057722359259,-0.1918735492098183,-0.0797345128237595,-0.3561057722359259,-0.1918735492098183,-0.0797345128237595,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
33,13,0.8218223376,0.0,1e-16,0.0,0.1821754208843121,0.350976326510863,-0.0259579777547688,-0.1821754208843121,-0.350976326510863,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964638,-0.3561057722359259,-0.1918735492098183,-0.0797345128237595,-0.3561057722359259,-0.1918735492098183,-0.0797345128237595,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
34,14,0.8570217303,0.0,1e-16,0.0,0.1821754208843122,0.3509763265108629,-0.0259579777547688,-0.1821754208843122,-0.3509763265108629,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964638,-0.3561057722359259,-0.1918735492098183,-0.0797345128237596,-0.3561057722359259,-0.1918735492098183,-0.0797345128237596,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
35,15,0.8919510749,0.0,1e-16,0.0,0.1821754208843122,0.3509763265108629,-0.0259579777547688,-0.1821754208843122,-0.3509763265108629,0.0259579777547688,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964637,-0.3561057722359258,-0.1918735492098182,-0.0797345128237596,-0.3561057722359258,-0.1918735492098182,-0.0797345128237596,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
36,16,0.9264288244,0.0,1e-16,0.0,0.1821754208843122,0.3509763265108629,-0.0259579777547687,-0.1821754208843122,-0.3509763265108629,0.0259579777547687,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964637,-0.3561057722359258,-0.1918735492098182,-0.0797345128237596,-0.3561057722359258,-0.1918735492098182,-0.0797345128237596,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
37,17,0.9605674146,0.0,1e-16,0.0,0.1821754208843121,0.3509763265108629,-0.0259579777547687,-0.1821754208843121,-0.3509763265108629,0.0259579777547687,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964637,-0.356105772235926,-0.1918735492098182,-0.0797345128237596,-0.356105772235926,-0.1918735492098182,-0.0797345128237596,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
38,18,0.9941441903,0.0,1e-16,0.0,0.1821754208843121,0.3509763265108629,-0.0259579777547687,-0.1821754208843121,-0.3509763265108629,0.0259579777547687,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964637,-0.3561057722359261,-0.1918735492098182,-0.0797345128237596,-0.3561057722359261,-0.1918735492098182,-0.0797345128237596,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
39,19,1.027256203,0.0,1e-16,0.0,0.1821754208843121,0.3509763265108629,-0.0259579777547687,-0.1821754208843121,-0.3509763265108629,0.0259579777547687,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964637,-0.356105772235926,-0.1918735492098182,-0.0797345128237596,-0.356105772235926,-0.1918735492098182,-0.0797345128237596,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
40,20,1.059535037,0.0,1e-16,0.0,0.1821754208843121,0.3509763265108629,-0.0259579777547686,-0.1821754208843121,-0.3509763265108629,0.0259579777547686,0.490576820112244,-0.490576820112244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266675930481733,-0.1266675930481733,0.4189769326964637,-0.356105772235926,-0.1918735492098181,-0.0797345128237595,-0.356105772235926,-0.1918735492098181,-0.0797345128237595,-0.0977210964312706,-0.0977210964312706,-0.0481610802854957,-0.9999995187721926,0.5127966289056591,0.6090045264405519,-0.9999995187721926,0.5127966289056591,0.6090045264405519
