,frame,error,x_c0,x_c1,x_c2,x_c3,x_c4,x_c5,x_c6,x_c7,x_c8,x_c9,x_c10,x_c11,y_c0,y_c1,y_c2,y_c3,y_c4,y_c5,y_c6,y_c7,y_c8,y_c9,y_c10,y_c11,z_c0,z_c1,z_c2,z_c3,z_c4,z_c5,z_c6,z_c7,z_c8,z_c9,z_c10,z_c11,q_c0,q_c1,q_c2,q_c3,q_c4,q_c5,q_c6,q_c7,q_c8,q_c9,q_c10,q_c11
0,21,0.2575538902,0.0079287712921596,0.179402953463874,0.1794324931964417,-0.4459118984364416,0.3526129356674965,-0.1675355333199635,0.1016537202375515,0.1016530231548657,-0.3997641594461189,0.0115989012405767,0.0627794724457286,0.018730892323041,2.27321039001e-05,0.2601898790719374,-0.260177629769626,4.671644157e-07,1.25540998781e-05,-5.2329763814e-06,-0.0396341166687278,0.0395711575228355,-5.7554121223e-06,-0.0190050141290683,0.0529278190964599,0.0799303495110742,-0.2675080614836174,-0.021884762418753,-0.0219313792839742,-0.214020005641588,0.1089580414835928,0.024934278256387,0.1264159846174302,0.1264213750534259,-0.0157199219602994,0.0717279830960737,0.0786365388882578,0.078738238551913,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
1,22,0.2573707936,0.0079287712921596,0.179402953463874,0.1794324931964417,-0.4459118984364416,0.3526129356674965,-0.1675355333199635,0.1016537202375515,0.1016530231548657,-0.3997641594461189,0.0115989012405767,0.0627794724457286,0.018730892323041,2.27321039001e-05,0.2601898790719374,-0.260177629769626,4.671644157e-07,1.25540998781e-05,-5.2329763814e-06,-0.0396341166687278,0.0395711575228355,-5.7554121223e-06,-0.0190050141290683,0.0529278190964599,0.0799303495110742,-0.2675080614836174,-0.021884762418753,-0.0219313792839742,-0.214020005641588,0.1089580414835928,0.024934278256387,0.1264159846174302,0.1264213750534259,-0.0157199219602994,0.0717279830960737,0.0786365388882578,0.078738238551913,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
2,1,0.2650262178,0.0079287712921596,0.179402953463874,0.1794324931964417,-0.4459118984364416,0.3526129356674965,-0.1675355333199635,0.1016537202375515,0.1016530231548657,-0.3997641594461189,0.0115989012405767,0.0627794724457286,0.018730892323041,2.27321039001e-05,0.2601898790719374,-0.260177629769626,4.671644157e-07,1.25540998781e-05,-5.2329763814e-06,-0.0396341166687278,0.0395711575228355,-5.7554121223e-06,-0.0190050141290683,0.0529278190964599,0.0799303495110742,-0.2675080614836174,-0.021884762418753,-0.0219313792839742,-0.214020005641588,0.1089580414835928,0.024934278256387,0.1264159846174302,0.1264213750534259,-0.0157199219602994,0.0717279830960737,0.0786365388882578,0.078738238551913,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
3,23,0.259523383,0.0054819546864634,0.1762850087171222,0.1762985731634278,-0.447626106244115,0.3484908875205889,-0.1671425741239028,0.1000888869559692,0.100088891485381,-0.4006590210665193,0.0114272312924843,0.0613501760252197,0.0192379618554225,1.05862597097e-05,0.2580754457217831,-0.2580630499176724,1.07188526137e-05,1.09672164059e-05,-4.5213369999e-06,-0.0395394435180153,0.0394827771941219,-3.056129951e-07,-0.018737673945685,0.0527390580254016,0.0785561183828746,-0.2686193676762729,-0.0226616004262922,-0.0227150207302746,-0.2110501353486383,0.1107362229619947,0.0242047145493537,0.1270567466655,0.1270615479866258,-0.0147361841699929,0.0699218300971488,0.0783576254869887,0.0784367688318596,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
4,2,0.2730070258,0.0102170334930902,0.1762549277577395,0.1762802359984764,-0.4467157683154311,0.3485535485302286,-0.1678389788512946,0.1019151097497689,0.1019135713043775,-0.3988918649300658,0.0120727266333386,0.0640079114187058,0.017556861505284,1.4417942609e-05,0.2580973303553444,-0.2580348305974045,4.74877272687e-05,4.24905378439e-05,-5.1582016162e-06,-0.0395261079498204,0.0394676506384707,-1.5793356763e-06,-0.0198727357784545,0.0522421961908351,0.0806785605305835,-0.2691236100448407,-0.0199333582697654,-0.0200293600128874,-0.2153521211693225,0.1078889801316074,0.0249630847439655,0.1256232773276035,0.1256302628475169,-0.0169303111939182,0.0730602586405186,0.0771201505046494,0.0772400922970006,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
5,24,0.2629268667,0.0026636151992765,0.1732441689915004,0.1732475113021603,-0.4495934007376627,0.3443741868937534,-0.1665244346259306,0.0979317535716622,0.0979330148682442,-0.4021057151121027,0.0111477908625806,0.0597422112743936,0.0199264363538267,5.3341888744e-06,0.2560546127540368,-0.2560329369180004,1.36666691215e-05,8.8770994711e-06,-2.8895251189e-06,-0.039441263821047,0.0393948084772118,9.488836344e-07,-0.0182864891937911,0.0526706599240015,0.0770730603967714,-0.2699613781430321,-0.0232921875462281,-0.0233480349858882,-0.2078166904183964,0.1123167345737349,0.0235063062517319,0.1275057541953785,0.1275105401559611,-0.0136978329625093,0.0678766091727732,0.0783223531331541,0.0783877818423888,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
6,3,0.283176868,0.0130120873052215,0.1733005094437937,0.1733433957032382,-0.4473230414115857,0.3442623698501774,-0.1683463634032872,0.1027326666402993,0.1027313161852736,-0.3974285615716208,0.0128816356628118,0.0654005263707607,0.0159368748698504,5.06271803626e-05,0.255994856129019,-0.2559339900820917,4.18422643138e-05,4.11157822936e-05,-2.6162555408e-06,-0.0394240738402582,0.0393558445870273,-1.10805608075e-05,-0.0211737974317903,0.0511443540277463,0.0814198821589861,-0.2702967445513608,-0.0183055904858537,-0.0184284664963531,-0.2171705467334536,0.107092563547364,0.0247997487395985,0.1255406746699658,0.1255477720229233,-0.0178138268841706,0.0750353440218972,0.0752775000671187,0.0754704279691059,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
7,25,0.2681574969,-0.0003056860939432,0.1701650293996417,0.1701569699602676,-0.4516817879714878,0.3403996435021625,-0.165780129743524,0.0954165462961505,0.0954201954739742,-0.4038732711085873,0.0107599172493066,0.058116482882332,0.0206470533694352,-2.4282787208e-06,0.2541211452767844,-0.2540937420668128,1.38638815871e-05,8.0707321516e-06,-2.301082178e-06,-0.0393410879058931,0.03930573035752,2.2104624493e-06,-0.0176553065110323,0.0526307164012623,0.0755877504654249,-0.2714737446623292,-0.0237782388476381,-0.0238321067618148,-0.2044220811004277,0.113727162235161,0.022841253448151,0.12780658264253,0.1278119460986069,-0.0126330922343081,0.0657963044297846,0.0784269457317815,0.0784810579942358,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
8,4,0.2926841295,0.0161573617649864,0.1705728388405313,0.1706283015284222,-0.4478551835476416,0.3397644618802967,-0.16899608734975,0.1039799398275876,0.1039776616579289,-0.3955659177096151,0.0138155676026752,0.0669156241370285,0.014195807037939,6.53831546833e-05,0.2539251127044479,-0.2538887546547149,4.51069754927e-05,4.08081039446e-05,-7.0681034754e-06,-0.0393024835999889,0.0392566680469725,-2.7877145838e-06,-0.0226957442772048,0.0499705705732533,0.0822400949168052,-0.2714304697332197,-0.0168530108078333,-0.0169996766233075,-0.2192603370969832,0.10655416100564,0.024505658097115,0.1259935741406026,0.1260014896166771,-0.0184509336056962,0.0773893668466184,0.0733467827161857,0.0735606551873839,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
9,26,0.2713873898,-0.003214554739801,0.1669454809422214,0.1669346646871038,-0.4536035116178068,0.3366344955295025,-0.1649901647451495,0.0927738584859363,0.0927790443858344,-0.4056579688344887,0.0103098584491887,0.0564734615961707,0.0213247355339031,-5.5015252435e-06,0.2522952155960189,-0.2522119130278762,4.50819766004e-05,3.81949015489e-05,-3.3087122037e-06,-0.0392445458650545,0.0392120670100267,6.354475395e-07,-0.016963024150657,0.0525781365060141,0.0740833617967408,-0.2731778151719417,-0.0244450845086866,-0.0245246975493693,-0.2008755450920789,0.1148247371429384,0.0221696448743382,0.1279886947604291,0.1279949013772071,-0.0115632456849027,0.0635769744402823,0.0786309030259165,0.0786911007960828,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
10,5,0.3002986442,0.0195488145632003,0.1680243721564415,0.1680741011742511,-0.4483171738745329,0.3351472351527423,-0.169753408763612,0.1055898930579345,0.1055872937124787,-0.3933995062465441,0.0148300651426612,0.0685164912991661,0.012438175328593,7.85557868554e-05,0.2519068741311101,-0.2518859319311516,4.82041358864e-05,3.0140214885e-05,-9.7483049342e-06,-0.0391900811825973,0.0391405950740472,-4.1390387527e-06,-0.0243643702804459,0.048819239635997,0.0831426721020325,-0.2726064011580401,-0.0155264066189185,-0.0156951819519102,-0.2215958861237994,0.1061821339314499,0.0241232926963491,0.1268646973991781,0.1268742826494552,-0.0189141846803415,0.0799814183676197,0.0713695908320379,0.0715993194906656,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
11,27,0.2762695087,-0.0063185874158969,0.163692085204592,0.1636720850943539,-0.4556203240239052,0.3329751582586126,-0.1641309026643959,0.0898260175010942,0.0898347389359933,-0.4076706023405536,0.0098462117859138,0.0548458859310221,0.0218459360823804,-1.85678963215e-05,0.2504796592700025,-0.2504002058255324,3.75151157342e-05,3.3574199771e-05,-4.331236244e-07,-0.0391542524070361,0.0391212703989134,-6.1080688076e-06,-0.016185654461341,0.0523258599670195,0.072519373282307,-0.2746903831973846,-0.0247135839763592,-0.0247980983235042,-0.1971525189011026,0.116026377355189,0.0215219841542672,0.1281828546461974,0.128189073834121,-0.010381828846945,0.0614705915377052,0.0788938914200039,0.0789270128618635,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
12,6,0.3091169834,0.0229153241097022,0.1655224319170979,0.1655526021053827,-0.4486647912948452,0.3304672950983936,-0.1706045009911792,0.1074698978093647,0.1074656113524684,-0.3910163628193214,0.0159064921935272,0.0701487219956365,0.0107095909655674,8.15211930163e-05,0.2499635883461385,-0.2499058050076684,7.48350763731e-05,2.74912980125e-05,-1.2610787773e-05,-0.039067361700294,0.0390315263202181,6.811433672e-06,-0.0261524706198583,0.0476864668030379,0.0840765388261512,-0.2736668391751768,-0.0140140292870519,-0.0141966782866297,-0.2240087346777113,0.106235587286575,0.023672650925168,0.1281221302573493,0.1281335078378178,-0.0192088182289388,0.0826987971349616,0.0693791014193664,0.0695763338545629,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
13,28,0.2775696871,-0.0094730658673819,0.1604028200449824,0.1603755785864913,-0.4576779001735672,0.3294179268067982,-0.1632380660976301,0.0867064448296606,0.0867167469787736,-0.409761580766783,0.0092977402457983,0.0532876420039791,0.0222749703059559,-3.01681769155e-05,0.2487203574778094,-0.2486461654272127,2.92941878347e-05,3.08237222705e-05,-1.581820825e-07,-0.0390619422987539,0.0390382366894684,-8.4485132699e-06,-0.0152688042184382,0.0520037235628175,0.0709918526174932,-0.2762900200773936,-0.0249481491163074,-0.0250332837570425,-0.193264523684302,0.1171981450152244,0.0208700844012003,0.1283824695325756,0.1283884286378651,-0.0091367021600896,0.0593985163111084,0.0792331994280751,0.0792478825345078,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
14,7,0.316968333,0.0264010648688702,0.1631260385047287,0.1631434257756101,-0.4489347387881839,0.3257321702849871,-0.1715162314636949,0.1096092011157664,0.1096037394715914,-0.3884249484849896,0.0170399142700187,0.0718016248635705,0.0090320683963699,9.17416740987e-05,0.2480471123001355,-0.2479590732581785,9.88882444401e-05,3.1483409444e-05,-1.78452724395e-05,-0.0389366645537486,0.0389289297472499,1.27036044093e-05,-0.0280258293772204,0.0466238527654396,0.0850583472670364,-0.2748052581924399,-0.0126006828089706,-0.0127836107457027,-0.2266193948924407,0.1063509610905236,0.0231797291971397,0.1296415901875363,0.1296540616054117,-0.0194216179267832,0.0854947616892896,0.0673998954937311,0.0675853330340573,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
15,29,0.2826399811,-0.0125815861837764,0.1571827874055245,0.1571485190767796,-0.4596715226568049,0.3260364244093543,-0.1623466607323974,0.0835403504988677,0.083552815874579,-0.4118390255297186,0.00866379866388,0.0518598520376836,0.0225985527354877,-3.97476665098e-05,0.2470353367615259,-0.2469665256623534,2.007401415e-05,2.74931153163e-05,-1.1136770283e-06,-0.0389745562183134,0.0389610968406827,-7.4148679383e-06,-0.0142091678214274,0.0516274799865787,0.0695600671596113,-0.2780741290192846,-0.0251329272261526,-0.0252151756590019,-0.1892546891422219,0.1183505814656043,0.0202362679863359,0.1285860177112201,0.1285922024106945,-0.0078724947483408,0.0574086143076482,0.0796366590213388,0.079629880972814,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
16,8,0.3270709864,0.0299152042929133,0.1608151598786806,0.1608159242663897,-0.4491593508336471,0.3209665545113976,-0.1724719581414332,0.1119498863299274,0.1119448506179142,-0.3856825979090316,0.0182095501129233,0.0734254847111805,0.0074587719913267,0.0001131091912523,0.2461638241209497,-0.2460370382284411,0.0001250833638706,3.26712396127e-05,-2.2428557372e-05,-0.0388132694380426,0.0388172681876986,1.81995563331e-05,-0.0299413802679915,0.0456676618188836,0.0860709843024339,-0.276049510885794,-0.0112753785904509,-0.0114584729175381,-0.2293482265408179,0.1065260721104855,0.0226554251094289,0.1313796328080494,0.1313937682478956,-0.0195506589295578,0.0882715829475802,0.0654812903322692,0.0656558806570506,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
17,9,0.3322634441,0.0336059143808363,0.1586261158096272,0.1586334749041439,-0.4492573205512312,0.3162444760613879,-0.1734677998133159,0.1145576320621509,0.1145514811919715,-0.3827301642714065,0.0194143390618517,0.0750228809131678,0.005982531730361,0.0001331829104253,0.2442712701132539,-0.2441600803083945,0.0001253831003123,3.39764378534e-05,-2.34507895224e-05,-0.0386898732128407,0.038703591569932,1.20239178342e-05,-0.0319169989068837,0.0448311111328662,0.0871024776405656,-0.2775564280420592,-0.0103487127921239,-0.0105439899034226,-0.2323850592037657,0.10638564314075,0.0221169482713656,0.1332237148099983,0.1332392015571152,-0.0196787122474396,0.0909800750607118,0.0636388197036023,0.0638444479089065,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
18,30,0.2939171734,-0.0156730376057743,0.1539442745718229,0.1539033017799473,-0.4616976818998027,0.3227442796288286,-0.1614444733237914,0.0802692938373027,0.0802836588434909,-0.4139461761566535,0.0079553933105676,0.0505369579156019,0.0228017671078933,-5.11295416258e-05,0.2453989092303083,-0.2453304023912241,1.15562009696e-05,2.70866364508e-05,-1.0009417186e-06,-0.0388893013260851,0.0388901698720288,-7.398798978e-06,-0.0130408733190557,0.0511658022792307,0.0681716511780372,-0.2799390603975616,-0.0252510668564134,-0.0253335103607656,-0.185121962415896,0.1194618916422953,0.0196218513011196,0.1287806238889221,0.1287870188367127,-0.0065914366701993,0.0555122307551065,0.0801161894939825,0.0800880648349211,-0.6962346067787539,-0.7408607266585066,-0.7408607266585066,0.9999892493875905,0.5685639100476482,-0.024754932401173,0.1177924095813799,0.1177924095813799,0.0952179085055143,0.1183916454345027,0.0924817299794624,0.0924817299794624
